egoodsid,q30,allcomments,rank,rank7,rank14,rank30,rank60,brandtag,currentprice,allcommentschange,c1,c26,c28,c30,c34,c45,agg1,agg2,agg3,agg4,agg5,agg7,agg8,is_promo,goodsid,categoryid,ecatid,goodsname,goodsattribute,goodsstatus,updatetime,promotioninfo,crawlerdate,fenlei,is_in_stock,platform_brand_key,master_brand_key,positive_comment_num,medium_comment_num,negative_comment_num,rating_score,goods_inventory,shangpinmingcheng,agg17,agg13,agg14,agg15,agg16,Brand_CN,Brand_EN,JD_Code,agg9,agg10,agg11,agg12,feat01,featagg01,feat02,featagg02,feat03,featagg03,feat04,featagg04,feat05,featagg05,feat06,featagg06,feat07,featagg07,feat08,featagg08,featagg013,featagg023,featagg033,featagg043,featagg053,featagg063,featagg073,featagg083,CLEAR,DOVE,HAZELINE,LIFEBUOY,LUX,LYNX,POND'S,REXONA,VASELINE,ZHONGHUA,性别女,性别男,性别通用,吸烟人群,成人,所有人群,普通人群,儿童,孕妇,奶香型,无香型,水果香型,清香型,花香型
909737,27525.67857,0,33,43,88,80,56,UNDEFINED,4.8,0,0,142,162,173,173,173,902,178,22307,449,80,0,0,1,A658BF4BF1C686A4DAD3D07D67EF9FD1,30010303,"131,613,831,401",【京东超市】夏士莲滋养倍润香皂125g,"{""商品名称"":""夏士莲香皂"",""商品编号"":""909737"",""商品毛重"":""130.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""清香型"",""净含量"":""其它"",""性别"":""通用"",""分类"":""香皂/手工皂"",""品牌"":""夏士莲""}",1,31:28.0,满减:满199.00减100.00,2016/8/31,香皂 手工皂,0,0,0,0,0,0,0,0,夏士莲香皂,8,7,1,0,0,夏士莲,HAZELINE,909737,7,1,0,0,"""净含量"":""其它""",481,"""香型"":""清香型""",580,"""商品名称"":""夏士莲香皂""",11,"""商品毛重"":""130.00g""",58,"""功效"":""滋养""",211,"""商品产地"":""合肥""",23,0,0,"""性别"":""通用""",1012,0,0,11,16,30,22,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
909737,27525.67857,0,33,43,88,80,56,UNDEFINED,4.8,0,0,142,162,173,173,173,902,178,22307,449,80,0,0,1,A658BF4BF1C686A4DAD3D07D67EF9FD1,30010303,"131,613,831,401",【京东超市】夏士莲滋养倍润香皂125g,"{""商品名称"":""夏士莲香皂"",""商品编号"":""909737"",""商品毛重"":""130.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""清香型"",""净含量"":""其它"",""性别"":""通用"",""分类"":""香皂/手工皂"",""品牌"":""夏士莲""}",1,31:28.0,满减:满199.00减100.00,2016/8/31,香皂 手工皂,0,0,0,0,0,0,0,0,夏士莲香皂,8,7,1,0,0,夏士莲,HAZELINE,909737,7,1,0,0,"""净含量"":""其它""",481,"""香型"":""清香型""",580,"""商品名称"":""夏士莲香皂""",11,"""商品毛重"":""130.00g""",58,"""功效"":""补水/保湿，滋养""",59,"""商品产地"":""合肥""",23,0,0,"""性别"":""通用""",1012,0,0,11,16,5,22,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
909737,27525.67857,0,33,43,88,80,56,UNDEFINED,4.8,0,0,142,162,173,173,173,902,178,22307,449,80,0,0,1,A658BF4BF1C686A4DAD3D07D67EF9FD1,30010303,"131,613,831,401",【京东超市】夏士莲滋养倍润香皂125g,"{""商品名称"":""夏士莲香皂"",""商品编号"":""909737"",""商品毛重"":""130.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""清香型"",""净含量"":""其它"",""性别"":""通用"",""分类"":""香皂/手工皂"",""品牌"":""夏士莲""}",1,31:28.0,满减:满199.00减100.00,2016/8/31,香皂 手工皂,0,0,0,0,0,0,0,0,夏士莲香皂,8,7,1,0,0,夏士莲,HAZELINE,909737,7,1,0,0,"""净含量"":""其它""",481,"""香型"":""清香型""",580,"""商品名称"":""夏士莲香皂""",11,"""商品毛重"":""130.00g""",58,"""功效"":""补水/保湿，滋养""",59,"""商品产地"":""合肥""",23,0,0,"""性别"":""通用""",1012,0,0,11,16,30,22,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
909738,24702.57143,26452,38,45,84,93,60,UNDEFINED,4.8,FALSE,0,160,176,183,183,183,902,178,22307,449,80,0,1,1,821295A7D20DBB86F989A69FFF3E2EB2,30010303,"131,613,831,401",【京东超市】夏士莲粉瑰嫩白香皂125g,"{""商品名称"":""夏士莲香皂"",""商品编号"":""909738"",""商品毛重"":""140.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿"",""香型"":""清香型，花香型"",""净含量"":""其它"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""香皂/手工皂"",""品牌"":""夏士莲""}",1,37:52.2,满减:满199.00减100.00,2016/8/31,香皂 手工皂,0,0,0,0,0,0,0,0,夏士莲香皂,8,7,1,0,0,夏士莲,HAZELINE,909738,7,1,0,0,"""净含量"":""其它""",481,"""香型"":""清香型，花香型""",2,"""商品名称"":""夏士莲香皂""",11,"""商品毛重"":""140.00g""",36,"""功效"":""补水/保湿""",146,"""商品产地"":""合肥""",23,"""适用人群"":""成人""",173,"""性别"":""通用""",1012,0,0,11,30,17,22,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
909739,15775.67857,26452,46,57,123,120,81,UNDEFINED,4.8,FALSE,0,114,119,125,125,125,902,178,22307,449,80,0,1,1,7E80B379C3B93631975AD2DDE37AC99F,30010303,"131,613,831,401",【京东超市】夏士莲怡神静肤香皂125g,"{""商品名称"":""夏士莲香皂"",""商品编号"":""909739"",""商品毛重"":""140.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿，滋养"",""香型"":""清香型"",""净含量"":""其它"",""性别"":""通用"",""分类"":""香皂/手工皂"",""品牌"":""夏士莲""}",1,39:10.7,满减:满199.00减100.00,2016/8/31,香皂 手工皂,0,0,0,0,0,0,0,0,夏士莲香皂,8,7,1,0,0,夏士莲,HAZELINE,909739,7,1,0,0,"""净含量"":""其它""",481,"""香型"":""清香型""",580,"""商品名称"":""夏士莲香皂""",11,"""商品毛重"":""140.00g""",36,"""功效"":""补水/保湿，滋养""",59,"""商品产地"":""合肥""",23,0,0,"""性别"":""通用""",1012,0,0,11,30,5,22,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
909776,739.571429,5979,673,887,1132,1013,829,UNDEFINED,15.2,FALSE,0,38,39,40,49,68,5878,2582,106656,449,357,0,1,1,EB3428A80953C7C6B8F33201B5C9FE17,30010303,"131,613,831,401",【京东超市】夏士莲(Hazeline)沐浴乳 花露舒爽400ml,"{""商品名称"":""夏士莲沐浴乳"",""商品编号"":""909776"",""商品毛重"":""460.00g"",""商品产地"":""合肥"",""功效"":""爽肤"",""香型"":""清香型，花香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""夏士莲""}",1,31:51.1,满减:满199.00减100.00,2016/8/31,沐浴乳 露,TRUE,2705,0,5819,112,48,97,0,夏士莲沐浴乳,6,0,0,0,0,夏士莲,HAZELINE,909776,0,0,0,1,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型，花香型""",23,"""商品名称"":""夏士莲沐浴乳""",6,"""商品毛重"":""460.00g""",50,"""功效"":""爽肤""",241,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,2,0,0,9,6,54,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
829009,486.035714,4965,529,643,854,692,676,UNDEFINED,26.9,FALSE,0,44,47,48,60,77,5878,2582,106656,449,357,0,1,1,44FA6D58627624550C65FB779392449D,30010303,"131,613,831,401",【京东超市】夏士莲(Hazeline)沐浴乳 清透亮肤 750ml,"{""商品名称"":""夏士莲沐浴乳"",""商品编号"":""829009"",""商品毛重"":""0.85kg"",""商品产地"":""合肥"",""功效"":""爽肤"",""香型"":""清香型，花香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""夏士莲""}",1,41:36.2,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,夏士莲沐浴乳,6,0,0,0,0,夏士莲,HAZELINE,829009,0,0,0,1,"""净含量"":""500ml-750ml""",2298,"""香型"":""清香型，花香型""",23,"""商品名称"":""夏士莲沐浴乳""",6,"""商品毛重"":""0.85kg""",32,"""功效"":""爽肤""",241,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,0,0,0,1,6,54,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
829017,734.035714,11310,312,327,560,488,506,UNDEFINED,32.9,FALSE,0,81,84,91,102,134,5878,2582,106656,449,357,0,1,1,1964BBC9FD770AC0212E5EC76250DA74,30010303,"131,613,831,401",【京东超市】夏士莲(Hazeline)沐浴乳 清凉美白1L,"{""商品名称"":""夏士莲沐浴乳"",""商品编号"":""829017"",""商品毛重"":""1.13kg"",""商品产地"":""合肥"",""功效"":""爽肤"",""香型"":""清香型，花香型"",""净含量"":""1L及以上"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""夏士莲""}",1,31:34.2,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,夏士莲沐浴乳,6,0,0,0,0,夏士莲,HAZELINE,829017,0,0,0,1,"""净含量"":""1L及以上""",845,"""香型"":""清香型，花香型""",23,"""商品名称"":""夏士莲沐浴乳""",6,"""商品毛重"":""1.13kg""",28,"""功效"":""爽肤""",241,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,0,0,0,7,6,54,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
830531,765.035714,4965,392,557,772,992,753,UNDEFINED,26.9,FALSE,0,46,47,50,57,69,5878,2582,106656,449,357,0,1,1,7C9F324AB5A8C0B1CB32199285EE7601,30010303,"131,613,831,401",【京东超市】夏士莲(Hazeline)沐浴乳 花露舒爽750ml,"{""商品名称"":""夏士莲沐浴乳"",""商品编号"":""830531"",""商品毛重"":""0.85kg"",""商品产地"":""合肥"",""功效"":""爽肤"",""香型"":""清香型，花香型"",""净含量"":""500ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""夏士莲""}",1,27:52.5,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,夏士莲沐浴乳,6,0,0,0,0,夏士莲,HAZELINE,830531,0,0,0,1,"""净含量"":""500ml-750ml""",2298,"""香型"":""清香型，花香型""",23,"""商品名称"":""夏士莲沐浴乳""",6,"""商品毛重"":""0.85kg""",32,"""功效"":""爽肤""",241,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,0,0,0,1,6,54,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
830534,763.928571,11310,311,497,661,867,470,UNDEFINED,32.9,FALSE,0,80,83,86,96,117,5878,2582,106656,449,357,0,1,1,1045C7326BFAA1C18897D6CC8E25AF38,30010303,"131,613,831,401",【京东超市】夏士莲(Hazeline)沐浴乳 花露舒爽1L,"{""商品名称"":""夏士莲沐浴乳"",""商品编号"":""830534"",""商品毛重"":""1.13kg"",""商品产地"":""合肥"",""功效"":""爽肤"",""香型"":""清香型，花香型"",""净含量"":""1L及以上"",""性别"":""通用"",""分类"":""沐浴乳/露"",""品牌"":""夏士莲""}",1,38:20.2,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,夏士莲沐浴乳,6,0,0,0,0,夏士莲,HAZELINE,830534,0,0,0,1,"""净含量"":""1L及以上""",845,"""香型"":""清香型，花香型""",23,"""商品名称"":""夏士莲沐浴乳""",6,"""商品毛重"":""1.13kg""",28,"""功效"":""爽肤""",241,"""商品产地"":""合肥""",151,0,0,"""性别"":""通用""",4874,0,0,0,7,6,54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
909779,939.964286,4914,608,711,956,1166,903,UNDEFINED,15.2,FALSE,0,54,56,59,64,75,5878,2582,106656,449,357,0,1,1,9E1FACC9B121FCC7FEB6C2E52164EFA3,30010303,"131,613,831,401",【京东超市】夏士莲(Hazeline)沐浴乳 清凉美白400ml,"{""商品名称"":""夏士莲沐浴乳"",""商品编号"":""909779"",""商品毛重"":""460.00g"",""商品产地"":""合肥"",""功效"":""爽肤"",""香型"":""清香型，奶香型"",""净含量"":""200-499ml（g）"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""夏士莲""}",1,30:35.1,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,夏士莲沐浴乳,6,0,0,0,0,夏士莲,HAZELINE,909779,0,0,0,1,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型，奶香型""",3,"""商品名称"":""夏士莲沐浴乳""",6,"""商品毛重"":""460.00g""",50,"""功效"":""爽肤""",241,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""通用""",4874,2,0,0,9,6,54,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
921861,0,1122,5831,5787,5715,5785,5750,LUX SHAMPOO/力士 洗发,99,FALSE,0,0,0,0,0,0,12168,24,190422,449,483,0,1,0,2CF64E42E2E4BBF8D095B6DBA94C0272,30010202,"1,316,138,611,922",【京东超市】力士奢华闪亮手包(非卖品 请勿下单),"{""商品名称"":""力士手包"",""商品编号"":""921861"",""商品毛重"":""300.00g"",""商品产地"":""上海"",""品牌"":""力士（LUX）""}",1,19:59.7,null,2016/8/31,null,0,1848,0,1048,54,20,93,0,力士手包,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""商品名称"":""力士手包""",1,"""商品毛重"":""300.00g""",347,0,0,"""商品产地"":""上海""",95,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991206,6593.964286,14624,45,80,160,78,169,LUX SHAMPOO/力士 洗发,60.39,FALSE,0,590,622,668,804,1127,12168,24,190422,449,483,0,1,1,4D08FF4FD1D5F055B43CE42AF97F1134,30010202,"1,316,138,611,922",【京东超市】力士(LUX)洗发乳 密集滋养修护750ml(洗发水),"{""商品名称"":""力士密集滋养修护洗发乳"",""商品编号"":""991206"",""商品毛重"":""0.84kg"",""商品产地"":""合肥"",""功效"":""柔顺/滋养，补水/保湿"",""净含量"":""401ml-750ml"",""性别"":""通用"",""适用人群"":""成人"",""适合发质"":""所有发质"",""品牌"":""力士（LUX）""}",1,13:39.7,满减:满199.00减100.00,2016/8/31,null,TRUE,1848,0,14348,193,83,98,0,力士密集滋养修护洗发乳,1,1,0,0,0,力士,LUX,991206,3,2,0,1,"""净含量"":""401ml-750ml""",2583,0,0,"""商品名称"":""力士密集滋养修护洗发乳""",1,"""商品毛重"":""0.84kg""",45,"""功效"":""柔顺/滋养，补水/保湿""",127,"""商品产地"":""合肥""",116,"""适用人群"":""成人""",2121,"""性别"":""通用""",6386,70,0,1,13,11,21,60,132,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1060488,1965.178571,8547,16,18,17,17,18,REXONA/舒耐,25,FALSE,0,340,364,391,445,606,2672,18,18163,449,350,1,1,1,FA2BA9E515A64EDBF3BB44E094C2E829,30010302,"131,613,831,404",【京东超市】舒耐(REXONA)女士抑汗清新走珠乳液 柔滑干爽40ml,"{""商品名称"":""舒耐抑汗香体走珠"",""商品编号"":""1060488"",""商品毛重"":""70.00g"",""商品产地"":""菲律宾"",""功效"":""爽肤，其它"",""香型"":""清香型"",""性别"":""通用"",""适用人群"":""成人"",""分类"":""其它"",""品牌"":""舒耐""}",1,13:04.1,满减:满199.00减100.00&&手机专享价:19.90,2016/8/31,其它,0,6867,0,8340,140,67,97,0,舒耐抑汗香体走珠,1,1,0,0,0,舒耐,REXONA,1060488,15,0,0,0,0,0,"""香型"":""清香型""",428,"""商品名称"":""舒耐抑汗香体走珠""",1,"""商品毛重"":""70.00g""",35,"""功效"":""爽肤，其它""",61,"""商品产地"":""菲律宾""",8,"""适用人群"":""成人""",700,"""性别"":""通用""",2562,0,0,1,3,15,4,38,89,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1072633,482.714286,9024,484,464,469,497,523,LYNX/凌仕,19.9,FALSE,0,71,80,90,106,137,5878,25,106656,449,357,1,1,1,A0EEF374998270A98A0D980CBF05E03A,30010303,"131,613,831,401",【京东超市】凌仕（LYNX/AXE）男士醒体沐浴露 激爽运动（绿叶香氛）250ml,"{""商品名称"":""凌仕沐浴露"",""商品编号"":""1072633"",""商品毛重"":""300.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""男"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""凌仕（LYNX）""}",1,17:07.3,满减:满199.00减100.00&&限购:购买1-5件时享受优惠，超出数量以结算价为准&&限制:此价格不与套装优惠同时享受,2016/8/31,沐浴乳 露,0,1766,0,8703,207,114,97,0,凌仕沐浴露,15,3,3,3,1,凌仕,LYNX,1072633,3,3,3,1,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""凌仕沐浴露""",15,"""商品毛重"":""300.00g""",334,"""功效"":""补水/保湿""",1070,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""男""",1231,2,0,9,2,31,54,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1072640,3563.714286,74325,54,51,50,54,68,LYNX/凌仕,38.9,FALSE,0,228,233,233,349,452,5878,25,106656,449,357,1,1,1,6B55FEE086D948596A513657A3CA4D58,30010303,"131,613,831,401",【京东超市】凌仕（LYNX/AXE）男士醒体沐浴露 激爽运动(绿叶香氛)600ml,"{""商品名称"":""凌仕沐浴露"",""商品编号"":""1072640"",""商品毛重"":""0.68kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，爽肤"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""男"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""凌仕（LYNX）""}",1,40:52.8,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,1766,0,70753,2044,1528,95,0,凌仕沐浴露,15,3,3,3,1,凌仕,LYNX,1072640,3,3,3,1,"""净含量"":""500ml-750ml""",2298,"""香型"":""清香型""",2895,"""商品名称"":""凌仕沐浴露""",15,"""商品毛重"":""0.68kg""",4,"""功效"":""补水/保湿，爽肤""",151,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""男""",1231,0,0,9,2,5,54,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1072646,1486.892857,163544,139,148,155,266,224,LYNX/凌仕,26.9,FALSE,0,56,56,56,67,74,5878,25,106656,449,357,1,1,1,3549A5FEB342D8113AA18B9C7D0A73F2,30010303,"131,613,831,401",【京东超市】凌仕（LYNX/AXE）男士醒体沐浴露 激爽运动（绿叶香氛）400ml,"{""商品名称"":""凌仕沐浴露"",""商品编号"":""1072646"",""商品毛重"":""470.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""男"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""凌仕（LYNX）""}",1,21:54.4,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,1766,0,158655,3426,1463,97,0,凌仕沐浴露,15,3,3,3,1,凌仕,LYNX,1072646,3,3,3,1,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""凌仕沐浴露""",15,"""商品毛重"":""470.00g""",13,"""功效"":""补水/保湿""",1070,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""男""",1231,2,0,9,3,31,54,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1360438,2674.857143,5353,75,75,83,86,119,LYNX/凌仕,38.9,FALSE,0,578,620,671,753,1011,5878,25,106656,449,357,1,1,1,5175F5AFECFA19B597BFDE151E2617C8,30010303,"131,613,831,401",【京东超市】凌仕(LYNX)男士醒体沐浴露 续锐600ml,"{""商品名称"":""凌仕沐浴露"",""商品编号"":""1360438"",""商品毛重"":""0.7kg"",""商品产地"":""合肥"",""功效"":""补水/保湿，去角质"",""香型"":""清香型"",""净含量"":""500ml-750ml"",""性别"":""男"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""凌仕（LYNX）""}",1,18:26.2,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,1766,0,5096,115,142,95,0,凌仕沐浴露,15,3,3,3,1,凌仕,LYNX,1360438,3,3,3,1,"""净含量"":""500ml-750ml""",2298,"""香型"":""清香型""",2895,"""商品名称"":""凌仕沐浴露""",15,"""商品毛重"":""0.7kg""",93,"""功效"":""补水/保湿，去角质""",2,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""男""",1231,0,0,9,4,1,54,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1360448,347.642857,1089,521,531,632,442,508,LYNX/凌仕,19.9,FALSE,0,61,73,85,99,142,5878,25,106656,449,357,1,1,1,00D618EDA5BA0DA7AECF2418152F167E,30010303,"131,613,831,401",【京东超市】凌仕(LYNX)男士醒体沐浴露 续锐250ml,"{""商品名称"":""凌仕沐浴露"",""商品编号"":""1360448"",""商品毛重"":""290.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""男"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""凌仕（LYNX）""}",1,20:54.8,满减:满199.00减100.00&&限购:购买1-5件时享受优惠，超出数量以结算价为准&&限制:此价格不与套装优惠同时享受,2016/8/31,沐浴乳 露,0,1766,0,1058,20,11,97,0,凌仕沐浴露,15,3,3,3,1,凌仕,LYNX,1360448,3,3,3,1,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""凌仕沐浴露""",15,"""商品毛重"":""290.00g""",54,"""功效"":""补水/保湿""",1070,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""男""",1231,2,0,9,2,31,54,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
491530,1024.107143,130533,203,192,172,165,213,LYNX/凌仕,29.9,FALSE,0,0,0,0,0,0,5878,25,106656,449,357,0,1,1,57FFD92969F46DE5DDF9D59BEC3EBE93,30010303,"131,613,831,401",【京东超市】凌仕（LYNX/AXE）男士醒体沐浴露 契合(金桔清新)400ml,"{""商品名称"":""凌仕沐浴露"",""商品编号"":""491530"",""商品毛重"":""460.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""男"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""凌仕（LYNX）""}",1,39:22.7,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,凌仕沐浴露,15,3,3,3,1,凌仕,LYNX,491530,3,3,3,1,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""凌仕沐浴露""",15,"""商品毛重"":""460.00g""",50,"""功效"":""补水/保湿""",1070,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""男""",1231,2,0,9,9,31,54,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
491534,4238.142857,130533,65,70,74,98,110,LYNX/凌仕,29.9,FALSE,0,120,120,120,159,185,5878,25,106656,449,357,0,1,1,3BC415504F8539B156365BF06AFC9AC9,30010303,"131,613,831,401",【京东超市】凌仕（LYNX/AXE）男士醒体沐浴露 诱因(巧克力诱惑)400ml,"{""商品名称"":""凌仕沐浴露"",""商品编号"":""491534"",""商品毛重"":""460.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""男"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""凌仕（LYNX）""}",1,38:30.3,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,凌仕沐浴露,15,3,3,3,1,凌仕,LYNX,491534,3,3,3,1,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""凌仕沐浴露""",15,"""商品毛重"":""460.00g""",50,"""功效"":""补水/保湿""",1070,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""男""",1231,2,0,9,9,31,54,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
491539,15872,130533,17,14,8,9,23,LYNX/凌仕,29.9,FALSE,0,755,755,755,981,1161,5878,25,106656,449,357,0,1,1,FF8970E963505952A1AADBD05A4F17B4,30010303,"131,613,831,401",【京东超市】凌仕（LYNX/AXE）男士醒体沐浴露 拼动(古龙水淡雅)400ml,"{""商品名称"":""凌仕沐浴露"",""商品编号"":""491539"",""商品毛重"":""460.00g"",""商品产地"":""合肥"",""功效"":""补水/保湿，爽肤"",""香型"":""清香型"",""净含量"":""200-499ml（g）"",""性别"":""男"",""适用人群"":""成人"",""分类"":""沐浴乳/露"",""品牌"":""凌仕（LYNX）""}",1,32:11.2,满减:满199.00减100.00,2016/8/31,沐浴乳 露,0,0,0,0,0,0,0,0,凌仕沐浴露,15,3,3,3,1,凌仕,LYNX,491539,3,3,3,1,"""净含量"":""200-499ml（g）""",2529,"""香型"":""清香型""",2895,"""商品名称"":""凌仕沐浴露""",15,"""商品毛重"":""460.00g""",50,"""功效"":""补水/保湿，爽肤""",151,"""商品产地"":""合肥""",151,"""适用人群"":""成人""",2126,"""性别"":""男""",1231,2,0,9,9,5,54,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
